SMARTS,dec
SMARTS,Freq
SMARTS,Flux
SMARTS,Flux_err
SMARTS,MJD
GALEX,iauname
GALEX,ra
GALEX,dec
GALEX,fuv_mag
GALEX,nuv_mag
GALEX,fuv_magerr
GALEX,nuv_magerr
XMMOM,name
XMMOM,ra
XMMOM,dec
XMMOM,error_radius
XMMOM,umag_ab
XMMOM,bmag_ab
XMMOM,vmag_ab
XMMOM,uvw1mag_ab
XMMOM,uvm2mag_ab
XMMOM,uvw2mag_ab
XMMOM,umag_ab_error
XMMOM,bmag_ab_error
XMMOM,vmag_ab_error
XMMOM,uvw1mag_ab_error
XMMOM,uvm2mag_ab_error
XMMOM,uvw2mag_ab_error
UVOT,name
UVOT,ra
UVOT,dec
UVOT,ra_error
UVOT,dec_error
UVOT,v_ab_mag
UVOT,b_ab_mag
UVOT,u_ab_mag
UVOT,uvw1_ab_mag
UVOT,uvm2_ab_mag
UVOT,uvw2_ab_mag
UVOT,vmag_error
UVOT,bmag_error
UVOT,umag_error
UVOT,uvw1_mag_error
UVOT,uvm2_mag_error
UVOT,uvw2_mag_error
CMA,name
CMA,ra
CMA,dec
CMA,error_radius
CMA,count_rate
CMA,count_rate_error
XRTSPEC,RA
XRTSPEC,Dec
XRTSPEC,Frequency
XRTSPEC,Frequency_err
XRTSPEC,Flux
XRTSPEC,Flux_err
XRTSPEC,Start_time
XRTSPEC,End_time
OULC,NAME
OULC,RA
OULC,Dec
OULC,Flux05_2
OULC,Flux05_2_Err
OULC,Flux2_10
OULC,Flux2_10_Err
OULC,Observation_time
BEPPOSAX,RA
BEPPOSAX,Dec
BEPPOSAX,Freq
BEPPOSAX,Flux
BEPPOSAX,Flux_err
BEPPOSAX,MJD_start
BEPPOSAX,MJD_end
BAT105m,BAT_NAME
BAT105m,RA
BAT105m,DEC
BAT105m,FLUX
BAT105m,FLUX_LO
BAT105m,FLUX_HI
BAT105m,GAMM
BAT105m,SNR
NuBlazar,ra
NuBlazar,dec
NuBlazar,Freq
NuBlazar,Freq_err
NuBlazar,Flux
NuBlazar,Flux_err
NuBlazar,MJD
3FGL,name
3FGL,ra
3FGL,dec
3FGL,semi_major_axis_95
3FGL,semi_minor_axis_95
3FGL,position_angle_95
3FGL,flux_1_100_gev
3FGL,flux_30_100_mev
3FGL,flux_100_300_mev
3FGL,flux_0p3_1_gev
3FGL,flux_1_3_gev
3FGL,flux_3_10_gev
3FGL,flux_10_100_gev
3FGL,flux_1_100_gev_error
3FGL,flux_30_100_mev_pos_err
3FGL,flux_100_300_mev_pos_err
3FGL,flux_0p3_1_gev_pos_err
3FGL,flux_1_3_gev_pos_err
3FGL,flux_3_10_gev_pos_err
3FGL,flux_10_100_gev_pos_err
3FGL,flux_30_100_mev_neg_err
3FGL,flux_100_300_mev_neg_err
3FGL,flux_0p3_1_gev_neg_err
3FGL,flux_1_3_gev_neg_err
3FGL,flux_3_10_gev_neg_err
3FGL,flux_10_100_gev_neg_err
3FGL,spectral_index
3FGL,spectral_index_error
2FHL,_2FHL
2FHL,RAJ2000
2FHL,DEJ2000
2FHL,e_pos
2FHL,F50
2FHL,F171
2FHL,F585
2FHL,F2000
2FHL,e_F50
2FHL,e_F171
2FHL,e_F585
2FHL,e_F2000
2FHL,E_F171
2FHL,E_F585
2FHL,E_F2000
2FHL,Gam
2FHL,SpD11
2FHL,e_Gam
2FHL,e_SpD11
3FHL,name
3FHL,ra
3FHL,dec
3FHL,error_radius
3FHL,flux
3FHL,flux_error
3FHL,flux_10_20_gev
3FHL,flux_10_20_gev_neg_err
3FHL,flux_10_20_gev_pos_err
3FHL,flux_20_50_gev
3FHL,flux_20_50_gev_neg_err
3FHL,flux_20_50_gev_pos_err
3FHL,flux_50_150_gev
3FHL,flux_50_150_gev_neg_err
3FHL,flux_50_150_gev_pos_err
3FHL,flux_150_500_gev
3FHL,flux_150_500_gev_neg_err
3FHL,flux_150_500_gev_pos_err
3FHL,flux_0p5_2_tev
3FHL,flux_0p5_2_tev_neg_err
3FHL,flux_0p5_2_tev_pos_err
3FHL,powerlaw_index
3FHL,powerlaw_index_error
3FHL,redshift
2BIGB,RAJ2000
2BIGB,DEJ2000
2BIGB,Freq
2BIGB,Flux
2BIGB,e_Flux
2BIGB,_2BIGB
4FGL2,name
4FGL2,ra
4FGL2,dec
4FGL2,flux_1_100_gev
4FGL2,flux_1_100_gev_error
4FGL2,semi_major_axis_95
4FGL2,semi_minor_axis_95
4FGL2,position_angle_95
4FGL2,pl_index
4FGL2,pl_index_error
4FGL-DR3,Source_Name
4FGL-DR3,RA
4FGL-DR3,Dec
4FGL-DR3,SemiMajor
4FGL-DR3,SemiMinor
4FGL-DR3,PosAng
4FGL-DR3,Flux
4FGL-DR3,Unc_Flux
4FGL-DR3,PL_Index
4FGL-DR3,Unc_PL_Index
4FGL-DR3,Flux1
4FGL-DR3,Flux2
4FGL-DR3,Flux3
4FGL-DR3,Flux4
4FGL-DR3,Flux5
4FGL-DR3,Flux6
4FGL-DR3,Flux7
4FGL-DR3,Flux8
4FGL-DR3,UncL_Flux1
4FGL-DR3,UncU_Flux1
4FGL-DR3,UncL_Flux2
4FGL-DR3,UncU_Flux2
4FGL-DR3,UncL_Flux3
4FGL-DR3,UncU_Flux3
4FGL-DR3,UncL_Flux4
4FGL-DR3,UncU_Flux4
4FGL-DR3,UncL_Flux5
4FGL-DR3,UncU_Flux5
4FGL-DR3,UncL_Flux6
4FGL-DR3,UncU_Flux6
4FGL-DR3,UncL_Flux7
4FGL-DR3,UncU_Flux7
4FGL-DR3,UncL_Flux8
4FGL-DR3,UncU_Flux8
FermiMeV,Name
FermiMeV,RAJ2000
FermiMeV,DEJ2000
FermiMeV,ePos
FermiMeV,F30-100
FermiMeV,e_F30-100
FermiMeV,F100-300
FermiMeV,e_F100-300
MST9Y,Name
MST9Y,RA
MST9Y,Dec
2AGILE,Name
2AGILE,RA
2AGILE,Dec
2AGILE,Rad
2AGILE,alpha
2AGILE,e_alpha
2AGILE,Fgamma
2AGILE,e_Fgamma
2AGILE,F1
2AGILE,errl_F1
2AGILE,erru_F1
2AGILE,F2
2AGILE,errl_F2
2AGILE,erru_F2
2AGILE,F3
2AGILE,errl_F3
2AGILE,erru_F3
2AGILE,F4
2AGILE,errl_F4
2AGILE,erru_F4
VERITAS,e_ref
VERITAS,dnde
VERITAS,dnde_errn
VERITAS,dnde_errp
MAGIC,energy
MAGIC,flux
MAGIC,flux_error
HESS,energy
HESS,flux
FMonLC,name
FMonLC,ra
FMonLC,dec
FMonLC,time
FMonLC,end_time
FMonLC,flux_0p1_300_gev
FMonLC,flux_0p1_300_gev_error
FMonLC,flux_1_300_gev
FMonLC,flux_1_300_gev_error
FMonLC,flux_300_1000_mev
FMonLC,flux_300_1000_mev_error
FMonLC,duration
FMonLC,test_stat_0p1_300_gev
FMonLC,met_start
FMonLC,met_end
